    Lp	    Lc	 Width	  Wall	File 
 0.810	 1.440	31.470	 0.000	                        
 0.740	 0.810	32.458	 0.000	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.760	 0.800	16.480	 0.000	                        
 0.630	 0.970	31.492	 0.000	                        
 2.450	 2.610	22.077	 9.240	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.390	 0.430	 9.926	 3.080	                        
 1.940	 3.040	30.846	 0.000	                        
 1.190	 1.400	30.680	 0.000	                        
 0.740	 0.860	36.584	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 0.190	 0.200	11.482	 3.850	                        
 0.620	 0.640	32.494	11.550	                        
 0.300	 0.450	22.970	 0.000	                        
 1.540	 2.360	21.147	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.780	 1.060	23.977	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.670	 1.640	23.666	 0.000	                        
 1.160	 2.020	16.534	 0.000	                        
 1.420	 2.160	24.638	11.550	                        
 0.360	 0.440	 8.658	 0.000	                        
 1.140	 1.190	35.966	13.860	                        
 1.240	 1.720	30.744	13.090	                        
 2.330	 2.480	 9.966	 3.080	                        
 1.970	 2.040	20.721	 0.000	                        
 1.590	 1.860	43.336	13.860	                        
 3.280	 4.460	29.965	12.320	                        
 0.370	 0.400	25.215	12.320	                        
 0.480	 0.520	24.721	11.550	                        
 0.600	 0.640	28.960	 0.000	                        
 0.190	 0.200	 5.762	 0.000	                        
 0.930	 1.020	32.050	13.860	                        
 0.980	 1.320	46.042	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 0.310	 0.330	17.167	 3.850	                        
 0.280	 0.290	30.769	10.780	                        
 0.780	 1.190	21.612	 0.000	                        
 1.030	 2.260	25.263	 0.000	                        
 0.560	 1.190	27.200	 0.000	                        
 1.660	 1.800	44.146	10.010	                        
 0.530	 0.650	28.714	 0.000	                        
 0.830	 0.920	19.237	 0.000	                        
 0.210	 0.220	15.469	 6.930	                        
 2.240	 3.180	38.742	16.940	                        
 0.230	 0.240	18.472	 5.390	                        
 0.580	 0.630	28.984	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.900	 1.750	32.856	 0.000	                        
 1.080	 1.680	38.615	 0.000	                        
 0.530	 0.710	19.566	 0.000	                        
 3.300	 3.440	36.741	15.400	                        
 1.520	 2.760	54.646	 0.000	                        
 1.900	 2.770	33.624	10.780	                        
 0.370	 0.410	21.556	 9.240	                        
 1.170	 1.990	29.489	 0.000	                        
 0.910	 0.970	47.817	16.170	                        
 0.830	 0.880	54.466	 0.000	                        
 0.690	 1.070	24.009	10.010	                        
 2.670	 2.820	25.313	12.320	                        
 0.130	 0.140	 0.000	 0.000	                        
 2.010	 2.400	50.673	20.020	                        
 1.790	 1.880	23.583	10.780	                        
 2.760	 3.020	21.326	 0.000	                        
 1.020	 1.930	19.045	 0.000	                        
 0.450	 0.790	16.549	 0.000	                        
 0.120	 0.130	 0.000	 0.000	                        
 1.990	 2.500	25.192	 0.000	                        
 0.210	 0.220	22.370	 7.700	                        
 0.220	 0.220	32.601	 3.850	                        
 0.220	 0.230	 6.111	 0.770	                        
 0.930	 0.960	27.886	 6.930	                        
 0.110	 0.110	 0.000	 0.000	                        
 1.200	 1.570	22.825	 0.000	                        
 2.540	 2.740	30.020	 6.930	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.010	 1.280	19.640	 8.470	                        
 1.330	 2.220	21.884	 0.000	                        
 0.300	 0.320	20.726	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 1.770	 3.010	43.813	 0.000	                        
 0.880	 1.440	30.394	 0.000	                        
 1.430	 1.590	21.229	 0.000	                        
 2.670	 2.850	30.836	 0.000	                        
 2.490	 2.660	19.857	 0.000	                        
 1.600	 1.700	24.576	 0.000	                        
 0.160	 0.160	 0.000	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.950	 1.620	28.445	 0.000	                        
 0.690	 0.720	28.090	 8.470	                        
 0.190	 0.200	19.498	 7.700	                        
 1.940	 2.260	22.227	 0.000	                        
 1.870	 2.040	23.807	11.550	                        
 0.950	 1.580	32.318	 0.000	                        
 1.130	 1.240	41.500	 0.000	                        
 0.370	 0.400	21.388	 6.160	                        
 0.670	 1.230	23.335	 0.000	                        
 1.190	 1.400	38.783	19.250	                        
 2.110	 2.230	23.794	 0.000	                        
 0.260	 0.270	24.876	10.780	                        
 1.320	 1.520	33.803	15.400	                        
 0.500	 0.530	32.380	13.860	                        
 0.470	 0.500	32.216	 0.000	                        
 1.490	 2.810	25.052	 0.000	                        
 1.170	 1.230	43.468	16.940	                        
 1.560	 1.730	23.605	10.780	                        
 0.330	 0.370	15.892	 0.000	                        
 1.610	 1.730	21.809	10.780	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.420	 0.450	40.560	20.020	                        
 0.560	 0.890	22.029	 0.000	                        
 0.110	 0.120	 0.000	 0.000	                        
 1.330	 2.260	29.258	13.090	                        
 1.670	 2.710	27.354	11.550	                        
 0.290	 0.320	22.869	 0.000	                        
 3.020	 3.350	33.011	 8.470	                        
 0.720	 0.750	17.354	 2.310	                        
 1.380	 1.460	45.171	21.560	                        
 1.850	 2.370	47.563	14.630	                        
 0.210	 0.210	14.926	 0.000	                        
 2.150	 3.120	28.528	 0.000	                        
 1.010	 1.880	35.690	 0.000	                        
 0.390	 0.410	10.663	 3.850	                        
 2.430	 2.510	17.095	 7.700	                        
 1.900	 2.450	33.158	16.170	                        
 0.190	 0.190	 0.000	 0.000	                        
 1.660	 3.010	35.972	 0.000	                        
 2.740	 2.980	27.761	 0.000	                        
 1.110	 1.600	43.134	12.320	                        
 2.010	 2.200	21.444	 0.000	                        
 1.270	 1.770	27.742	 0.000	                        
 1.330	 1.890	15.989	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 2.680	 2.830	45.118	10.780	                        
 1.540	 2.270	29.186	13.090	                        
 0.570	 0.890	29.225	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.360	 0.380	11.137	 4.620	                        
 1.140	 1.200	23.216	 0.000	                        
 1.920	 2.580	39.156	16.940	                        
 0.030	 0.030	 0.000	 0.000	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.820	 1.260	30.190	13.090	                        
 0.680	 0.720	35.521	 3.850	                        
 2.170	 2.720	26.992	 0.000	                        
 0.590	 1.120	21.790	 0.000	                        
 3.040	 3.340	21.698	10.780	                        
 1.050	 1.140	23.657	11.550	                        
 0.800	 0.970	33.591	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.770	 0.810	22.751	10.780	                        
 1.790	 1.940	18.815	 0.000	                        
 1.070	 2.080	26.000	 0.000	                        
 0.320	 0.570	18.597	 0.000	                        
 0.550	 0.600	25.860	 0.000	                        
 0.350	 0.500	19.055	 0.000	                        
 0.390	 0.440	22.141	 8.470	                        
 0.780	 0.870	27.051	 6.930	                        
 0.070	 0.070	 0.000	 0.000	                        
 2.080	 2.170	50.229	23.100	                        
 0.240	 0.240	13.047	 0.000	                        
 2.920	 3.030	38.033	 0.000	                        
 0.840	 1.530	25.211	 0.000	                        
 0.610	 1.010	19.907	 0.000	                        
 1.980	 2.470	24.139	 0.000	                        
 1.190	 2.240	15.947	 0.000	                        
 4.180	 4.370	27.252	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 1.120	 1.130	37.032	17.710	                        
 1.320	 1.740	20.621	 8.470	                        
 0.380	 0.650	19.422	 0.000	                        
 1.560	 2.350	26.850	 0.000	                        
 0.440	 0.610	37.466	 8.470	                        
 0.510	 0.800	15.626	 0.000	                        
 0.310	 0.330	17.657	 0.000	                        
 0.900	 1.990	55.679	 0.000	                        
 0.810	 0.890	16.657	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.190	 1.850	25.705	 0.000	                        
 0.540	 0.790	27.196	 0.000	                        
 2.000	 2.110	24.871	12.320	                        
 0.120	 0.140	 0.000	 0.000	                        
 0.040	 0.050	 0.000	 0.000	                        
 0.640	 1.260	27.107	 0.000	                        
 0.470	 0.480	19.642	 0.000	                        
 1.740	 1.990	33.430	 0.000	                        
 0.830	 0.880	28.188	10.780	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.140	 0.150	 0.000	 0.000	                        
 0.300	 0.320	33.206	14.630	                        
 1.900	 2.570	20.918	 0.000	                        
 1.130	 1.210	29.601	 0.000	                        
 0.510	 0.770	30.085	10.780	                        
 1.700	 2.330	41.412	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 1.070	 1.170	27.771	 0.000	                        
 0.250	 0.280	13.534	 0.000	                        
 1.510	 2.400	39.622	 0.000	                        
 3.230	 3.570	27.944	 0.000	                        
 0.100	 0.110	 0.000	 0.000	                        
 1.250	 2.370	25.198	 0.000	                        
 1.220	 1.390	26.383	10.010	                        
 0.580	 0.620	18.734	 9.240	                        
 3.110	 3.290	34.985	13.090	                        
 1.970	 2.120	27.348	 0.000	                        
 1.160	 1.250	26.499	 0.000	                        
 1.600	 1.910	30.025	 0.000	                        
 1.390	 1.500	45.138	22.330	                        
 0.730	 0.850	25.444	 0.000	                        
 1.080	 2.210	31.054	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.110	 0.120	 0.000	 0.000	                        
